,tamanho,tempo,descricao,interacoes,reviews,state
655,1,134888.0,2486,7,3,MERGED
656,41,75903.0,108,4,1,MERGED
657,1,451867.0,2062,1,1,MERGED
658,6,382790.0,1943,5,1,MERGED
659,1,2733835.0,2000,10,1,MERGED
660,1,72469.0,1957,5,2,MERGED
661,1,19763.0,1014,1,1,MERGED
662,2,1232687.0,1957,12,4,MERGED
663,18,261935.0,2066,4,6,MERGED
664,28,782838.0,1979,9,9,MERGED
665,6,475582.0,1927,0,1,MERGED
666,1,5633750.0,2084,2,1,MERGED
667,1,120272.0,2196,2,1,MERGED
668,3,1891368.0,2556,14,8,MERGED
669,19,897390.0,2257,13,12,MERGED
670,2,1542280.0,2259,26,2,MERGED
671,4,1694899.0,2237,15,9,MERGED
672,1,248543.0,2117,3,4,MERGED
673,1,112862.0,2726,2,1,MERGED
674,2,211469.0,2115,12,1,MERGED
675,1,553116.0,1926,2,3,MERGED
676,1,31000.0,2198,1,1,CLOSED
677,3,1416185.0,2109,5,1,MERGED
678,8,547139.0,1926,3,3,MERGED
679,1,1302348.0,1340,6,1,CLOSED
680,1,108463.0,2058,2,3,MERGED
681,1,991000.0,1113,11,1,MERGED
682,28,52957.0,2066,1,2,MERGED
683,3,923604.0,1041,8,3,MERGED
684,1,594405.0,2063,2,2,MERGED
685,1,10092.0,1964,1,1,MERGED
686,1,76319.0,2002,3,1,MERGED
687,9,2712059.0,29,23,3,MERGED
688,1,113014.0,1926,4,1,MERGED
689,1,76517.0,2131,2,1,MERGED
690,1,34938.0,2362,1,3,MERGED
691,1,63238.0,2086,6,1,MERGED
692,15,614045.0,2037,4,1,MERGED
693,1,9316.0,1957,1,1,MERGED
694,4,5276706.0,217,3,1,CLOSED
695,1,692934.0,137,2,7,MERGED
696,8,5057498.0,2466,7,2,CLOSED
697,1,44247.0,2057,2,1,MERGED
698,1,598460.0,2081,6,2,MERGED
699,1,225479.0,2241,2,3,MERGED
700,3,181844.0,2626,3,1,MERGED
701,1,5192.0,950,1,1,CLOSED
702,1,181739.0,1987,3,1,MERGED
703,1,123343.0,1973,3,1,MERGED
704,4,1638525.0,2405,9,14,MERGED
705,2,80252.0,1949,3,2,MERGED
706,7,610543.0,24,18,29,MERGED
707,1,959254.0,267,4,5,CLOSED
708,1,32016.0,1988,0,1,MERGED
709,1,946385.0,1950,2,5,MERGED
710,1,2798427.0,2068,0,1,MERGED
711,1,29088.0,2269,0,1,MERGED
712,1,69960.0,2630,5,2,MERGED
713,1,692483.0,1932,4,3,MERGED
714,2,1726524.0,1989,3,3,MERGED
715,1,2485692.0,1926,4,1,MERGED
716,1,292905.0,1999,2,1,MERGED
717,1,1435428.0,2001,4,1,MERGED
718,1,1398663.0,1991,4,5,MERGED
719,1,9090.0,2017,2,1,MERGED
720,1,306454.0,2179,5,2,MERGED
721,2,3546921.0,2118,1,7,CLOSED
722,1,137186.0,2156,6,1,MERGED
723,1,117744.0,2199,8,1,MERGED
724,2,59576.0,2038,7,3,MERGED
725,2,390056.0,2176,4,2,MERGED
726,1,958867.0,2003,11,2,MERGED
727,1,114726.0,1971,1,2,MERGED
728,1,65129.0,2061,9,1,MERGED
729,5,1511002.0,2153,5,1,MERGED
730,1,262779.0,2017,9,2,MERGED
731,1,642367.0,1967,2,1,MERGED
732,3,58290.0,1998,5,2,CLOSED
733,1,20679.0,2299,1,1,MERGED
734,1,293571.0,2247,4,1,MERGED
735,1,247067.0,1997,2,1,MERGED
736,2,407147.0,2117,7,2,MERGED
737,1,709379.0,2223,2,1,MERGED
738,1,1218769.0,2182,2,1,CLOSED
739,22,63517.0,2014,1,1,MERGED
740,1,757382.0,2965,7,1,MERGED
741,1,254406.0,3407,0,1,MERGED
742,1,253965.0,3671,0,1,MERGED
743,1,253324.0,3218,0,1,MERGED
744,1,253089.0,2532,2,1,MERGED
745,1,250318.0,3773,1,1,MERGED
746,1,15769.0,2139,1,1,MERGED
747,1,854860.0,2408,6,2,MERGED
748,1,262982.0,2092,2,1,MERGED
749,1,288231.0,2418,2,1,MERGED
750,1,84706.0,2044,4,1,MERGED
751,1,142336.0,1084,2,1,MERGED
752,1,975454.0,1055,5,1,MERGED
753,1,40209.0,970,0,1,MERGED
754,5,996431.0,0,1,1,CLOSED
755,4,5116.0,1926,4,3,MERGED
756,1,283284.0,2856,6,1,MERGED
757,1,97927.0,2909,0,1,MERGED
758,5,324430.0,14,0,2,CLOSED
759,15,323421.0,0,2,1,CLOSED
760,1,21726.0,3109,3,1,MERGED
761,1,224528.0,3247,6,2,MERGED
762,7,341379.0,2,3,7,MERGED
763,1,122900.0,2443,2,1,MERGED
764,1,122048.0,3363,3,1,MERGED
765,1,352162.0,1385,7,1,MERGED
766,172,306916.0,205,7,1,MERGED
767,1,172311.0,3047,2,1,MERGED
768,1,45973.0,13,2,1,MERGED
769,1,17948.0,89,1,1,MERGED
770,1,1312066.0,2730,6,1,MERGED
771,1,12190.0,2076,0,1,MERGED
772,1,40536.0,1992,5,1,MERGED
773,23,5192.0,149,1,1,MERGED
774,8,82631.0,545,3,1,MERGED
775,4,960425.0,1943,7,3,MERGED
776,19,84778.0,27,4,3,MERGED
777,1,71518.0,79,0,1,MERGED
778,33,56658.0,585,1,1,MERGED
779,4,33853.0,0,5,4,MERGED
780,1,6884.0,1085,0,1,MERGED
781,11,11488.0,1926,0,1,MERGED
782,12,272953.0,29,9,10,MERGED
783,1,131639.0,2091,1,1,MERGED
784,1,4157.0,0,0,1,MERGED
785,1,7111.0,2237,0,1,MERGED
786,6,66612.0,0,1,2,MERGED
787,1,13089.0,241,0,1,MERGED
788,1,12422.0,0,0,1,MERGED
789,1,35978.0,98,0,1,MERGED
790,4,14905.0,0,1,3,MERGED
791,5,21012.0,1674,5,1,MERGED
792,3,24537.0,130,0,1,MERGED
793,1,5445820.0,1964,7,3,CLOSED
794,1,9774.0,2103,0,1,MERGED
795,1,16694.0,64,5,1,CLOSED
796,1,14484.0,23,0,2,MERGED
797,1,179964.0,1926,1,2,MERGED
798,1,362951.0,2014,7,2,MERGED
799,1,129450.0,1112,0,1,MERGED
800,1,124835.0,1034,0,2,MERGED
801,1,116055.0,2063,1,1,MERGED
802,1,455123.0,1926,5,2,MERGED
803,12,125115.0,1926,0,1,MERGED
804,4,67756.0,28,1,1,MERGED
805,1,366284.0,1958,14,3,MERGED
806,1,361410.0,1015,7,1,MERGED
807,1,309128.0,1926,10,4,MERGED
808,0,246005.0,1958,10,3,CLOSED
809,41,1190938.0,2152,5,1,MERGED
810,1,9470102.0,0,3,15,CLOSED
811,1,141795.0,2339,4,1,MERGED
812,1,671591.0,1926,8,3,MERGED
813,1,400959.0,3416,2,1,MERGED
814,10,10504.0,1703,1,1,MERGED
815,1,156586.0,1926,1,1,MERGED
816,1,177624.0,1947,4,1,CLOSED
817,1,29661.0,2113,1,1,MERGED
818,3,788076.0,0,5,3,MERGED
819,1,192355.0,14,0,1,MERGED
820,1,522972.0,2007,1,1,CLOSED
821,4,898314.0,2263,3,1,MERGED
822,3,17948.0,592,1,1,MERGED
823,388,163165.0,0,1,2,MERGED
824,1,486958.0,0,0,1,MERGED
825,7,564481.0,2122,6,1,MERGED
826,1,137760.0,0,0,1,MERGED
827,10,176792.0,370,2,2,MERGED
828,11,3219203.0,0,4,5,MERGED
829,2,58591.0,56,0,1,MERGED
830,3,150396.0,1810,0,1,MERGED
831,1,4486.0,2448,0,1,MERGED
832,6,2690599.0,2037,2,1,MERGED
833,1,624587.0,1926,2,1,CLOSED
834,1,161719.0,2208,2,1,CLOSED
835,1,1425931.0,207,7,3,MERGED
836,1,293265.0,1913,2,1,MERGED
837,2,945794.0,1928,1,1,MERGED
838,1,2145151.0,1057,2,3,CLOSED
839,2,585058.0,2705,1,3,MERGED
840,2,2830114.0,2152,2,1,CLOSED
841,13,8296.0,0,0,1,MERGED
842,2,17940.0,0,0,1,MERGED
843,53,2748397.0,0,0,1,CLOSED
844,5,1848372.0,2309,1,1,MERGED
845,1,1945246.0,2112,1,1,MERGED
846,5,28451.0,0,0,1,MERGED
847,7,2175138.0,2107,7,2,MERGED
848,6,5106.0,0,0,2,MERGED
849,1,1570790.0,2912,1,1,MERGED
850,1,132185.0,111,2,1,MERGED
851,19,34040334.0,36,13,4,MERGED
852,1,18268.0,1825,0,1,MERGED
853,1,144013.0,2088,0,2,MERGED
854,519,6488.0,104,1,2,MERGED
